1, 781191787, 781194235
10, 104000433, 104004496
100, 528148684, 528152798
1000, 815317569, 815320017
10000, 55814174, 55831465
100000, 3693123, 3867497
1000000, 224578948, 226870180
10000000, 784083880, 810908144
100000000, 526138962, 718260545
